status,data_path,timeframe,rsi_length,bb_length,bb_mult,n_windows,mean_IS_sharpe,mean_OOS_sharpe,degradation_ratio,robust,chained_OOS_sharpe,chained_OOS_benchmark_sharpe,chained_OOS_excess_sharpe,chained_OOS_CAGR,chained_OOS_maxdd,n_low_confidence,has_edge
success,data/raw/daily/GBRIDXGBP1440_comma.csv,1D,14,50,2.5,20,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,20,False
success,data/raw/daily/GBRIDXGBP1440_comma.csv,1D,14,100,2.5,20,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,20,False
success,data/raw/daily/DEUIDXEUR1440_comma.csv,1D,14,50,2.5,23,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,23,False
success,data/raw/daily/DEUIDXEUR1440_comma.csv,1D,14,100,2.0,23,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,23,False
success,data/raw/daily/DEUIDXEUR1440_comma.csv,1D,14,100,2.5,23,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,23,False
success,data/raw/daily/DEUIDXEUR1440_comma.csv,1D,14,200,2.5,23,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,23,False
success,data/raw/daily/xauusd_1D_comma.csv,1D,6,50,2.5,36,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,36,False
success,data/raw/daily/xauusd_1D_comma.csv,1D,14,50,2.0,36,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,36,False
success,data/raw/daily/xauusd_1D_comma.csv,1D,14,50,2.5,36,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,36,False
success,data/raw/daily/GBPUSD1440_comma.csv,1D,14,50,2.5,32,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,32,False
success,data/raw/daily/GBPUSD1440_comma.csv,1D,14,100,2.0,32,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,32,False
success,data/raw/daily/GBPUSD1440_comma.csv,1D,14,100,2.5,32,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,32,False
success,data/raw/daily/GBPUSD1440_comma.csv,1D,14,200,2.5,32,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,32,False
success,data/raw/fourhours/USA500IDXUSD240_comma.csv,4H,14,100,2.5,19,0.667,0.968,1.453,True,0.739,0.739,-0.0,12.49,-34.86,19,False
success,data/raw/fourhours/USA500IDXUSD240_comma.csv,4H,14,200,2.5,19,0.681,0.968,1.422,True,0.739,0.739,-0.0,12.49,-34.86,19,False
success,data/raw/fourhours/USATECHIDXUSD240_comma.csv,4H,6,50,2.5,19,0.71,0.964,1.358,True,0.847,0.848,-0.0,17.88,-36.12,19,False
success,data/raw/fourhours/USATECHIDXUSD240_comma.csv,4H,14,50,2.5,19,0.749,1.011,1.349,True,0.891,0.891,-0.0,19.02,-36.12,19,False
success,data/raw/fourhours/GBRIDXGBP240_comma.csv,4H,14,100,2.5,18,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,18,False
success,data/raw/fourhours/DEUIDXEUR240_comma.csv,4H,6,20,1.5,19,-0.412,-0.411,0.999,False,-0.38,-0.38,0.0,-8.72,-68.81,19,False
success,data/raw/onehours/GBPUSD60_comma.csv,1H,6,20,2.5,26,0.104,-0.087,-0.832,False,0.016,0.016,0.0,-0.27,-36.09,26,False
success,data/raw/fourhours/USA500IDXUSD240_comma.csv,4H,14,20,2.0,19,-0.014,0.142,-10.162,False,0.034,0.037,-0.003,-0.98,-57.07,19,False
success,data/raw/fourhours/GBRIDXGBP240_comma.csv,4H,6,20,2.5,18,0.124,0.421,3.397,True,0.364,0.367,-0.003,4.74,-27.86,18,False
success,data/raw/onehours/DEUIDXEUR60_comma.csv,1H,6,50,2.5,16,-0.184,-0.498,2.708,False,-0.446,-0.443,-0.003,-10.04,-65.63,16,False
success,data/raw/daily/GBRIDXGBP1440_comma.csv,1D,14,20,2.0,20,0.152,0.403,2.65,True,0.376,0.38,-0.005,4.72,-42.78,20,False
success,data/raw/fourhours/GBRIDXGBP240_comma.csv,4H,14,50,2.0,18,0.057,0.33,5.791,True,0.21,0.216,-0.006,2.13,-38.29,18,False
success,data/raw/daily/DEUIDXEUR1440_comma.csv,1D,6,200,2.5,23,0.452,0.672,1.487,True,0.578,0.586,-0.008,9.77,-39.96,23,False
success,data/raw/fourhours/USA500IDXUSD240_comma.csv,4H,14,50,2.0,19,-0.438,-0.495,1.13,False,-0.273,-0.264,-0.008,-6.32,-66.42,19,False
success,data/raw/daily/xauusd_1D_comma.csv,1D,14,100,2.0,36,-0.461,-0.6,1.302,False,-0.571,-0.56,-0.011,-10.63,-86.62,36,False
success,data/raw/daily/GBPUSD1440_comma.csv,1D,14,50,1.5,32,-0.169,-0.223,1.321,False,-0.236,-0.224,-0.012,-2.49,-32.84,32,False
success,data/raw/fourhours/USA500IDXUSD240_comma.csv,4H,6,20,1.5,19,-0.082,0.143,-1.742,False,-0.012,-0.001,-0.012,-1.82,-36.27,19,False
success,data/raw/fourhours/USA30IDXUSD240_comma.csv,4H,14,50,2.0,19,-0.232,-0.448,1.927,False,-0.291,-0.277,-0.014,-6.42,-53.13,19,False
success,data/raw/fourhours/GBRIDXGBP240_comma.csv,4H,6,20,2.0,18,-0.014,0.053,-3.792,False,0.129,0.143,-0.014,0.8,-35.0,18,False
success,data/raw/onehours/USA30IDXUSD60_comma.csv,1H,14,20,2.0,16,0.182,0.027,0.149,False,0.054,0.07,-0.016,-0.64,-46.6,16,False
success,data/raw/daily/DEUIDXEUR1440_comma.csv,1D,6,20,2.0,23,0.247,0.446,1.808,True,0.325,0.342,-0.017,4.55,-51.52,23,False
success,data/raw/daily/DEUIDXEUR1440_comma.csv,1D,14,200,2.0,23,0.655,0.528,0.807,True,0.412,0.429,-0.017,5.67,-27.4,23,False
success,data/raw/daily/xauusd_1D_comma.csv,1D,14,50,1.5,36,-0.411,-0.478,1.163,False,-0.486,-0.469,-0.017,-9.32,-82.71,36,False
success,data/raw/daily/GBRIDXGBP1440_comma.csv,1D,6,50,2.5,20,0.143,0.393,2.753,True,0.324,0.344,-0.02,3.75,-35.89,20,False
success,data/raw/fourhours/GBRIDXGBP240_comma.csv,4H,14,20,2.5,18,0.301,0.54,1.795,True,0.481,0.502,-0.021,6.48,-27.86,18,False
success,data/raw/daily/USATECHIDXUSD1440_comma.csv,1D,14,20,2.5,20,0.876,1.086,1.24,True,0.892,0.914,-0.022,18.86,-35.63,20,False
success,data/raw/fourhours/GBPUSD240_comma.csv,4H,14,50,1.5,27,-0.033,-0.11,3.352,False,-0.036,-0.012,-0.024,-0.74,-33.97,27,False
success,data/raw/fourhours/USATECHIDXUSD240_comma.csv,4H,6,20,2.5,19,0.387,0.545,1.407,True,0.539,0.57,-0.031,10.05,-41.66,19,False
success,data/raw/fourhours/GBRIDXGBP240_comma.csv,4H,14,20,2.0,18,-0.19,0.207,-1.088,False,0.088,0.12,-0.032,0.13,-48.59,18,False
success,data/raw/fourhours/GBPUSD240_comma.csv,4H,14,50,2.5,27,-0.04,0.09,-2.263,False,0.032,0.064,-0.032,-0.03,-26.93,27,False
success,data/raw/daily/GBPUSD1440_comma.csv,1D,6,20,2.0,32,-0.014,0.031,-2.133,False,-0.045,-0.012,-0.034,-0.8,-25.91,32,False
success,data/raw/fourhours/USA30IDXUSD240_comma.csv,4H,6,50,2.0,19,-0.25,-0.077,0.307,False,-0.095,-0.06,-0.035,-3.15,-54.3,19,False
success,data/raw/daily/GBRIDXGBP1440_comma.csv,1D,14,50,1.5,20,0.554,0.297,0.536,True,0.299,0.339,-0.04,3.46,-29.02,20,False
success,data/raw/daily/DEUIDXEUR1440_comma.csv,1D,6,100,2.5,23,0.374,0.585,1.562,True,0.49,0.53,-0.04,7.34,-39.96,23,False
success,data/raw/onehours/GBPUSD60_comma.csv,1H,14,200,2.5,26,-0.069,0.078,-1.136,False,0.021,0.061,-0.04,-0.23,-42.48,26,False
success,data/raw/daily/DEUIDXEUR1440_comma.csv,1D,14,20,2.5,23,0.073,0.428,5.868,True,0.265,0.31,-0.045,2.65,-41.21,23,False
success,data/raw/daily/GBRIDXGBP1440_comma.csv,1D,14,100,2.0,20,0.692,0.845,1.221,True,0.679,0.725,-0.046,6.15,-13.28,20,False
success,data/raw/fourhours/USA30IDXUSD240_comma.csv,4H,14,50,1.5,19,0.16,0.322,2.013,True,0.25,0.296,-0.046,2.92,-37.94,19,False
success,data/raw/onehours/USA30IDXUSD60_comma.csv,1H,14,50,2.5,16,0.045,-0.086,-1.904,False,0.02,0.071,-0.052,-1.28,-49.53,16,False
success,data/raw/onehours/GBRIDXGBP60_comma.csv,1H,6,50,2.5,16,-0.112,-0.077,0.691,False,-0.091,-0.037,-0.054,-2.76,-46.13,16,False
success,data/raw/fourhours/GBPUSD240_comma.csv,4H,6,50,2.0,27,-0.514,-0.476,0.926,False,-0.509,-0.454,-0.055,-4.94,-49.3,27,False
success,data/raw/onehours/DEUIDXEUR60_comma.csv,1H,6,20,2.0,16,-0.128,-0.319,2.483,False,-0.332,-0.277,-0.056,-8.01,-58.7,16,False
success,data/raw/daily/GBRIDXGBP1440_comma.csv,1D,14,20,2.5,20,0.114,0.444,3.898,True,0.292,0.349,-0.057,3.2,-34.98,20,False
success,data/raw/fourhours/USA30IDXUSD240_comma.csv,4H,14,50,2.5,19,0.013,0.314,24.003,True,0.298,0.363,-0.064,3.78,-46.07,19,False
success,data/raw/fourhours/USA500IDXUSD240_comma.csv,4H,14,100,1.5,19,0.255,0.381,1.494,True,0.168,0.231,-0.064,1.43,-37.56,19,False
success,data/raw/daily/GBPUSD1440_comma.csv,1D,14,20,2.0,32,-0.192,-0.182,0.948,False,-0.212,-0.146,-0.066,-2.27,-41.43,32,False
success,data/raw/fourhours/USA30IDXUSD240_comma.csv,4H,14,100,2.0,19,0.275,0.397,1.442,True,0.296,0.362,-0.066,3.76,-37.94,19,False
success,data/raw/fourhours/USA30IDXUSD240_comma.csv,4H,14,100,2.5,19,0.385,0.694,1.801,True,0.451,0.52,-0.069,6.18,-37.94,19,False
success,data/raw/fourhours/USATECHIDXUSD240_comma.csv,4H,6,100,2.5,19,0.833,0.854,1.026,True,0.73,0.799,-0.069,14.84,-36.12,19,False
success,data/raw/fourhours/USATECHIDXUSD240_comma.csv,4H,14,50,2.0,19,-0.646,-0.776,1.2,False,-0.72,-0.647,-0.073,-16.87,-85.6,19,False
success,data/raw/fourhours/GBPUSD240_comma.csv,4H,14,20,2.5,27,-0.274,-0.365,1.328,False,-0.3,-0.218,-0.082,-3.11,-42.31,27,False
success,data/raw/onehours/GBPUSD60_comma.csv,1H,14,20,2.5,26,0.204,0.026,0.129,False,0.138,0.221,-0.083,0.85,-23.6,26,False
success,data/raw/onehours/GBPUSD60_comma.csv,1H,6,100,2.5,26,-0.185,-0.157,0.852,False,-0.062,0.026,-0.088,-0.98,-42.73,26,False
success,data/raw/onehours/DEUIDXEUR60_comma.csv,1H,14,20,2.5,16,-0.173,-0.432,2.496,False,-0.339,-0.249,-0.09,-8.14,-68.0,16,False
success,data/raw/daily/GBPUSD1440_comma.csv,1D,14,20,1.5,32,-0.06,-0.065,1.077,False,-0.062,0.034,-0.095,-0.95,-30.34,32,False
success,data/raw/fourhours/USA30IDXUSD240_comma.csv,4H,14,20,2.5,19,0.058,0.185,3.208,True,0.092,0.189,-0.097,0.09,-50.52,19,False
success,data/raw/fourhours/USA500IDXUSD240_comma.csv,4H,6,20,2.5,19,-0.06,0.339,-5.625,False,0.148,0.245,-0.097,1.08,-47.47,19,False
success,data/raw/fourhours/USA500IDXUSD240_comma.csv,4H,14,20,2.5,19,0.11,0.339,3.088,True,0.148,0.245,-0.097,1.08,-47.47,19,False
success,data/raw/fourhours/DEUIDXEUR240_comma.csv,4H,6,20,2.5,19,0.112,0.409,3.638,True,0.352,0.452,-0.099,5.09,-43.26,19,False
success,data/raw/onehours/GBPUSD60_comma.csv,1H,14,100,2.5,26,0.163,0.012,0.076,False,0.083,0.184,-0.101,0.35,-23.3,26,False
success,data/raw/onehours/USATECHIDXUSD60_comma.csv,1H,14,200,2.5,16,0.092,0.255,2.78,True,0.071,0.174,-0.103,-0.95,-74.13,16,False
success,data/raw/onehours/USA500IDXUSD60_comma.csv,1H,6,20,2.0,16,-0.208,-0.424,2.033,False,-0.376,-0.263,-0.112,-8.56,-61.87,16,False
success,data/raw/fourhours/GBPUSD240_comma.csv,4H,6,20,2.5,27,-0.252,-0.34,1.349,False,-0.278,-0.161,-0.116,-2.91,-40.05,27,False
success,data/raw/onehours/USATECHIDXUSD60_comma.csv,1H,6,100,2.5,16,0.746,0.899,1.205,True,0.795,0.913,-0.118,17.29,-31.54,16,False
success,data/raw/fourhours/USA30IDXUSD240_comma.csv,4H,6,20,2.0,19,0.24,0.426,1.774,True,0.404,0.525,-0.121,5.74,-31.07,19,False
success,data/raw/onehours/GBRIDXGBP60_comma.csv,1H,14,200,2.5,16,0.155,-0.011,-0.071,False,-0.085,0.036,-0.121,-2.66,-38.49,16,False
success,data/raw/fourhours/USATECHIDXUSD240_comma.csv,4H,14,20,2.5,19,-0.179,0.071,-0.398,False,-0.022,0.1,-0.123,-2.9,-72.05,19,False
success,data/raw/fourhours/DEUIDXEUR240_comma.csv,4H,14,100,2.0,19,0.315,0.612,1.944,True,0.398,0.524,-0.126,5.56,-41.94,19,False
success,data/raw/daily/DEUIDXEUR1440_comma.csv,1D,14,20,1.5,23,0.146,0.264,1.814,True,0.22,0.348,-0.127,2.45,-47.16,23,False
success,data/raw/onehours/USA500IDXUSD60_comma.csv,1H,14,20,1.5,16,-0.381,-0.429,1.126,False,-0.4,-0.264,-0.136,-8.98,-63.32,16,False
success,data/raw/daily/USATECHIDXUSD1440_comma.csv,1D,14,20,1.5,20,0.668,0.726,1.087,True,0.692,0.834,-0.142,13.8,-35.52,20,False
success,data/raw/onehours/USA500IDXUSD60_comma.csv,1H,14,100,2.0,16,-0.109,-0.21,1.929,False,-0.21,-0.06,-0.15,-5.6,-58.66,16,False
success,data/raw/fourhours/USATECHIDXUSD240_comma.csv,4H,6,50,2.0,19,0.65,0.802,1.233,True,0.745,0.896,-0.151,15.23,-29.22,19,False
success,data/raw/daily/DEUIDXEUR1440_comma.csv,1D,6,50,2.5,23,0.386,0.742,1.923,True,0.421,0.585,-0.163,4.37,-26.79,23,False
success,data/raw/fourhours/DEUIDXEUR240_comma.csv,4H,14,20,2.0,19,0.098,0.26,2.656,True,0.19,0.357,-0.168,1.85,-46.35,19,False
success,data/raw/daily/GBRIDXGBP1440_comma.csv,1D,6,20,1.5,20,0.01,0.404,40.332,True,0.22,0.396,-0.175,2.21,-40.11,20,False
success,data/raw/fourhours/DEUIDXEUR240_comma.csv,4H,6,50,2.0,19,-0.187,-0.017,0.093,False,-0.115,0.063,-0.178,-3.95,-59.13,19,False
success,data/raw/fourhours/USA30IDXUSD240_comma.csv,4H,6,20,2.5,19,0.141,0.4,2.839,True,0.327,0.507,-0.181,4.31,-35.92,19,False
success,data/raw/fourhours/GBPUSD240_comma.csv,4H,14,50,2.0,27,-0.602,-0.58,0.962,False,-0.552,-0.368,-0.184,-5.19,-49.74,27,False
success,data/raw/onehours/GBRIDXGBP60_comma.csv,1H,14,50,2.5,16,0.255,0.459,1.799,True,0.3,0.485,-0.185,3.69,-43.48,16,False
success,data/raw/daily/xauusd_1D_comma.csv,1D,14,20,1.5,36,-0.166,-0.239,1.443,False,-0.163,0.028,-0.191,-4.16,-78.85,36,False
success,data/raw/onehours/GBPUSD60_comma.csv,1H,14,50,2.5,26,-0.118,-0.203,1.722,False,-0.156,0.035,-0.191,-1.83,-31.51,26,False
success,data/raw/fourhours/USA500IDXUSD240_comma.csv,4H,14,50,1.5,19,-0.035,-0.008,0.24,False,-0.043,0.149,-0.192,-2.36,-38.84,19,False
success,data/raw/onehours/DEUIDXEUR60_comma.csv,1H,6,200,2.5,16,0.184,-0.019,-0.102,False,-0.071,0.131,-0.202,-3.18,-50.63,16,False
success,data/raw/onehours/GBPUSD60_comma.csv,1H,6,50,2.5,26,-0.069,-0.146,2.109,False,-0.062,0.141,-0.203,-0.98,-38.38,26,False
success,data/raw/onehours/USA500IDXUSD60_comma.csv,1H,6,100,2.0,16,0.423,0.325,0.768,True,0.242,0.456,-0.214,2.92,-49.96,16,False
success,data/raw/fourhours/USATECHIDXUSD240_comma.csv,4H,14,100,2.5,19,0.207,0.435,2.099,True,0.199,0.414,-0.216,1.92,-36.12,19,False
success,data/raw/fourhours/DEUIDXEUR240_comma.csv,4H,14,20,1.5,19,-0.488,-0.407,0.833,False,-0.407,-0.188,-0.219,-9.21,-69.35,19,False
success,data/raw/onehours/USA30IDXUSD60_comma.csv,1H,14,100,2.0,16,0.05,-0.202,-4.011,False,-0.065,0.161,-0.226,-2.8,-60.89,16,False
success,data/raw/fourhours/GBRIDXGBP240_comma.csv,4H,14,20,1.5,18,-0.159,-0.042,0.263,False,0.057,0.288,-0.231,-0.38,-37.76,18,False
success,data/raw/onehours/DEUIDXEUR60_comma.csv,1H,14,20,2.0,16,0.299,0.377,1.259,True,0.291,0.526,-0.236,3.94,-46.35,16,False
success,data/raw/fourhours/USATECHIDXUSD240_comma.csv,4H,14,20,1.5,19,0.172,0.267,1.553,True,0.268,0.506,-0.239,3.57,-42.14,19,False
success,data/raw/daily/GBRIDXGBP1440_comma.csv,1D,14,50,2.0,20,0.238,0.668,2.803,True,0.474,0.737,-0.264,3.52,-13.28,20,False
success,data/raw/onehours/USATECHIDXUSD60_comma.csv,1H,6,20,2.5,16,0.395,0.175,0.443,False,0.23,0.494,-0.265,2.77,-56.42,16,False
success,data/raw/onehours/USA500IDXUSD60_comma.csv,1H,14,200,2.0,16,0.159,0.092,0.578,True,-0.037,0.238,-0.275,-2.45,-41.02,16,False
success,data/raw/fourhours/USA30IDXUSD240_comma.csv,4H,14,20,1.5,19,0.091,0.31,3.392,True,0.215,0.514,-0.3,2.28,-25.56,19,False
success,data/raw/fourhours/GBRIDXGBP240_comma.csv,4H,14,50,2.5,18,0.094,0.639,6.788,True,0.402,0.716,-0.314,2.47,-14.39,18,False
success,data/raw/onehours/USA500IDXUSD60_comma.csv,1H,6,100,2.5,16,0.094,0.052,0.55,True,-0.072,0.249,-0.32,-3.09,-47.68,16,False
success,data/raw/onehours/USA30IDXUSD60_comma.csv,1H,6,20,2.5,16,-0.038,-0.094,2.46,False,-0.058,0.268,-0.326,-2.68,-52.19,16,False
success,data/raw/fourhours/USA30IDXUSD240_comma.csv,4H,14,20,2.0,19,0.303,0.423,1.395,True,0.382,0.723,-0.341,5.34,-28.28,19,False
success,data/raw/daily/GBRIDXGBP1440_comma.csv,1D,14,20,1.5,20,-0.192,0.2,-1.042,False,-0.055,0.35,-0.405,-2.0,-48.75,20,False
success,data/raw/onehours/USA30IDXUSD60_comma.csv,1H,6,100,2.5,16,0.497,0.445,0.895,True,0.315,0.73,-0.415,4.27,-47.4,16,False
success,data/raw/onehours/USA500IDXUSD60_comma.csv,1H,14,20,2.0,16,-0.365,-0.469,1.284,False,-0.534,-0.105,-0.429,-11.28,-68.4,16,False
success,data/raw/onehours/USA30IDXUSD60_comma.csv,1H,14,50,2.0,16,0.016,-0.026,-1.603,False,0.022,0.458,-0.436,-1.23,-51.57,16,False
success,data/raw/onehours/USA500IDXUSD60_comma.csv,1H,14,20,2.5,16,0.065,-0.008,-0.129,False,-0.004,0.456,-0.459,-1.81,-45.73,16,False
success,data/raw/fourhours/DEUIDXEUR240_comma.csv,4H,14,200,2.5,19,1.115,1.321,1.185,True,0.721,1.192,-0.471,5.39,-17.22,19,False
success,data/raw/fourhours/DEUIDXEUR240_comma.csv,4H,14,100,2.5,19,0.796,1.072,1.347,True,0.627,1.167,-0.54,4.5,-17.22,19,False
success,data/raw/onehours/USATECHIDXUSD60_comma.csv,1H,14,20,1.5,16,-0.618,-0.351,0.568,False,-0.479,0.074,-0.552,-12.91,-80.6,16,False
success,data/raw/onehours/USA500IDXUSD60_comma.csv,1H,6,200,2.5,16,0.23,0.208,0.905,True,0.097,0.675,-0.577,0.11,-43.14,16,False
success,data/raw/fourhours/USA500IDXUSD240_comma.csv,4H,14,20,1.5,19,0.225,0.516,2.289,True,0.379,0.969,-0.59,5.38,-33.47,19,False
success,data/raw/onehours/USA30IDXUSD60_comma.csv,1H,14,20,2.5,16,0.07,0.146,2.079,True,0.112,0.702,-0.59,0.42,-42.52,16,False
success,data/raw/onehours/USA500IDXUSD60_comma.csv,1H,6,20,2.5,16,-0.287,-0.44,1.53,False,-0.394,0.269,-0.663,-8.9,-62.22,16,False
success,data/raw/onehours/USATECHIDXUSD60_comma.csv,1H,14,20,2.5,16,0.136,-0.057,-0.418,False,-0.011,0.895,-0.906,-2.85,-63.17,16,False
success,data/raw/onehours/USATECHIDXUSD60_comma.csv,1H,14,20,2.0,16,-0.023,-0.425,18.464,False,-0.405,0.665,-1.069,-11.37,-79.45,16,False
